step,energy,fmax,time
0,-496.54315185546875,14.120978,0.8639736175537109
1,-497.24163818359375,13.165964,0.2901790142059326
2,-497.8865661621094,12.50189,0.29549431800842285
3,-498.4504089355469,11.521976,0.8052988052368164
4,-498.981201171875,10.721599,0.2698044776916504
5,-499.4853210449219,9.864176,0.25157904624938965
6,-499.90155029296875,9.113408,0.2731320858001709
7,-500.3024597167969,8.2610655,0.3111841678619385
8,-500.67156982421875,7.4598856,1.009892463684082
9,-500.9962158203125,6.6827064,0.28403687477111816
10,-501.30718994140625,5.921736,0.3123054504394531
11,-501.56353759765625,5.457476,0.305605411529541
12,-501.7789306640625,5.0778923,0.23866057395935059
13,-501.9932556152344,4.4869633,0.29731225967407227
14,-502.18597412109375,3.9889498,0.30759739875793457
15,-502.34783935546875,3.4847555,0.3103156089782715
16,-502.47027587890625,3.1181047,0.24965596199035645
17,-502.581787109375,2.870961,0.28891825675964355
18,-502.698974609375,2.6913488,0.28074002265930176
19,-502.80072021484375,2.5261617,0.27883458137512207
20,-502.887939453125,2.3891873,0.25681042671203613
21,-502.970703125,2.2311347,0.2690467834472656
22,-503.03961181640625,2.14341,0.3137204647064209
23,-503.10791015625,1.9660751,0.31296658515930176
24,-503.158203125,1.7938582,0.26027703285217285
25,-503.2049560546875,1.6670867,0.2729604244232178
26,-503.243896484375,1.5447912,0.3058764934539795
27,-503.2789001464844,1.4448074,0.2857186794281006
28,-503.3118896484375,1.3506837,0.2956528663635254
29,-503.3423767089844,1.2366621,0.2570040225982666
30,-503.36761474609375,1.2005707,0.27373743057250977
31,-503.3894958496094,1.1181962,0.3122537136077881
32,-503.41107177734375,1.0569984,0.3129279613494873
33,-503.431396484375,0.90913427,0.2582230567932129
34,-503.44805908203125,0.7930032,0.29149913787841797
35,-503.4620361328125,0.65916395,0.31711626052856445
36,-503.4742431640625,0.6168295,0.30878400802612305
37,-503.4854736328125,0.53164554,0.2865302562713623
38,-503.4942626953125,0.43166566,0.27950286865234375
39,-503.50250244140625,0.3996953,0.26033496856689453
40,-503.50946044921875,0.34758735,0.2980325222015381
41,-503.516357421875,0.2782433,0.31407809257507324
42,-503.521240234375,0.23044583,0.3187248706817627
43,-503.52618408203125,0.19586675,0.2582406997680664
44,-503.53070068359375,0.17163756,0.31706714630126953
45,-503.53472900390625,0.17352247,0.288163423538208
46,-503.5384521484375,0.14148405,0.28819918632507324
47,-503.54168701171875,0.15806028,0.28342127799987793
48,-503.54461669921875,0.13383302,0.2893531322479248
49,-503.54736328125,0.12546276,0.28207898139953613
50,-503.54998779296875,0.13798912,0.298997163772583
51,-503.55267333984375,0.13015376,0.2970001697540283
52,-503.55517578125,0.14475323,0.2548372745513916
53,-503.5572509765625,0.111161724,0.30139613151550293
54,-503.5594482421875,0.1366764,0.2849082946777344
55,-503.5614013671875,0.11534651,0.264115571975708
56,-503.56329345703125,0.12798104,0.2605414390563965
57,-503.56512451171875,0.10147996,0.2935678958892822
58,-503.56689453125,0.11188096,0.28858327865600586
59,-503.5684814453125,0.09746903,0.31095314025878906
60,-503.56982421875,0.10570482,0.2754404544830322
