step,energy,fmax,time
0,-497.0716857910156,5.7610226,0.3484930992126465
1,-497.51654052734375,5.5324173,0.28978395462036133
2,-497.986083984375,5.287778,0.33512139320373535
3,-498.41943359375,5.0853586,0.3429605960845947
4,-498.802734375,4.775429,0.32361626625061035
5,-499.13702392578125,4.5462384,0.34122586250305176
6,-499.4126892089844,4.4770856,0.30908679962158203
7,-499.6870422363281,4.3722105,0.3491086959838867
8,-499.9498291015625,3.9986656,0.28153181076049805
9,-500.1663818359375,3.7736306,0.3149549961090088
10,-500.3726806640625,3.5474534,0.32375597953796387
11,-500.5641784667969,3.2830796,0.30633544921875
12,-500.71246337890625,3.0705569,0.319011926651001
13,-500.84417724609375,3.01067,0.2614781856536865
14,-500.96905517578125,2.9075708,0.3097701072692871
15,-501.0804443359375,2.5927315,0.2895052433013916
16,-501.18524169921875,2.3913257,0.33146142959594727
17,-501.27227783203125,2.182127,0.333329439163208
18,-501.36065673828125,1.9695125,0.29292964935302734
19,-501.42401123046875,1.8613795,0.28159379959106445
20,-501.487548828125,1.8088423,0.31208014488220215
21,-501.54388427734375,1.5545675,0.29062914848327637
22,-501.58770751953125,1.4953614,0.313859224319458
23,-501.62786865234375,1.4059606,0.3673288822174072
24,-501.66192626953125,1.3167003,0.33150768280029297
25,-501.6932373046875,1.1407148,0.2683711051940918
26,-501.71881103515625,0.9713677,0.32787156105041504
27,-501.7386474609375,0.8674941,0.3130152225494385
28,-501.7550048828125,0.5924781,0.2802846431732178
29,-501.76885986328125,0.35752034,0.3070864677429199
30,-501.77960205078125,0.24433221,0.3252236843109131
31,-501.7878112792969,0.28079775,0.28667712211608887
32,-501.7950134277344,0.2109131,0.3291442394256592
33,-501.801513671875,0.21005057,0.3056192398071289
34,-501.80712890625,0.1838457,0.28621983528137207
35,-501.81201171875,0.16060722,0.30112695693969727
36,-501.8163757324219,0.16862795,0.32654500007629395
37,-501.8204345703125,0.14802806,0.33961939811706543
38,-501.82391357421875,0.14574854,0.2854611873626709
39,-501.8270568847656,0.1440728,0.3230094909667969
40,-501.8302917480469,0.12908635,0.33136510848999023
41,-501.8329772949219,0.12508401,0.28209972381591797
42,-501.8354187011719,0.12065155,0.3301057815551758
43,-501.8375549316406,0.1352378,0.30867552757263184
44,-501.8396301269531,0.115717694,0.28567934036254883
45,-501.8415222167969,0.111540265,0.3231961727142334
46,-501.8435363769531,0.11230525,0.32031846046447754
