step,energy,fmax,time
0,-677.2991943359375,8.315296,0.3902604579925537
1,-677.8932495117188,7.6522818,0.40471410751342773
2,-678.420654296875,7.1549034,0.37072253227233887
3,-678.9077758789062,6.4389796,0.38062310218811035
4,-679.343994140625,5.8162603,0.42586421966552734
5,-679.7093505859375,5.2957006,0.39338183403015137
6,-680.0341186523438,4.6525264,0.4239485263824463
7,-680.3010864257812,4.2510285,0.4188253879547119
8,-680.5388793945312,4.0417094,0.4103536605834961
9,-680.7521362304688,3.8000138,0.4112105369567871
10,-680.923828125,3.623392,0.4079406261444092
11,-681.0628051757812,3.4515672,0.35637927055358887
12,-681.205810546875,3.1469965,0.41341686248779297
13,-681.321533203125,2.9628384,0.39963364601135254
14,-681.4284057617188,2.7323527,0.38691163063049316
15,-681.5255737304688,2.4532216,0.37995147705078125
16,-681.6036376953125,2.2198262,0.39133334159851074
17,-681.6632690429688,2.1725314,0.36495113372802734
18,-681.7186279296875,2.0614638,0.3813786506652832
19,-681.7735595703125,1.8726614,0.39089417457580566
20,-681.8125610351562,1.7634034,0.45189666748046875
21,-681.8451538085938,1.6623552,0.41660284996032715
22,-681.8838500976562,1.398055,0.40003466606140137
23,-681.9131469726562,1.2013289,0.4035477638244629
24,-681.936767578125,1.0995282,0.40883445739746094
25,-681.956298828125,1.0042542,0.4200327396392822
26,-681.973388671875,0.8367566,0.4093136787414551
27,-681.9864501953125,0.78293985,0.4047691822052002
28,-681.9983520507812,0.70522213,0.43741607666015625
29,-682.0073852539062,0.68040425,0.40036535263061523
30,-682.0159301757812,0.5836391,0.29465699195861816
31,-682.0234375,0.53184754,0.38126373291015625
32,-682.0309448242188,0.40441945,0.37705111503601074
33,-682.0377807617188,0.3528486,0.38523340225219727
34,-682.0431518554688,0.312692,0.3992424011230469
35,-682.0476684570312,0.23171294,0.37976789474487305
36,-682.0516357421875,0.19643243,0.3825948238372803
37,-682.0557861328125,0.17348638,0.3808155059814453
38,-682.05908203125,0.15034768,0.3852217197418213
39,-682.0621948242188,0.13324447,0.3879234790802002
40,-682.06494140625,0.13478284,0.47100329399108887
41,-682.0673828125,0.12606016,0.38927316665649414
42,-682.0697631835938,0.12377554,0.38960886001586914
43,-682.072021484375,0.12109495,0.39102649688720703
